,Time,Username,Tweet,Polarity,Tweet_Tune
26,2022-05-26 20:55:09+00:00,LowellTmas,"@johnatusc @Thisisawkward4u @wineweathrmusic @davidaxelrod I'm sure you're aware that different states have different gun laws? So which state (s) are you asking about laws that don't work, and which laws are they?",0.1875,1
27,2022-05-26 20:55:09+00:00,TheRecGolfer,"@jimmykimmel -- Republican politicians are saying exactly this: ""The cost to me of not getting re-elected because I voted to approve effective gun control legislation is greater than the cost to you of your loved ones being murdered by random gun violence.""",0.30999999999999994,1
28,2022-05-26 20:55:09+00:00,vicory_w,"@MittRomney Give the NRA money back. That would be a start. Then vote for common sense, wildly popular gun reforms, like background checks, assault weapon ban, etc. And for once in your life, at least pretend that you care about human beings other than your donors and rich friends.",0.03571428571428571,1
29,2022-05-26 20:55:09+00:00,HaroldKilgour,@MikeBellATL What you said and stronger gun control. Too many people sane and idiots have access to guns and weapons of war. We have to do something!!!,-0.25,-1
30,2022-05-26 20:55:09+00:00,ashiibun,@bunnyhuhval no way u want the squirt gun,0.0,0
31,2022-05-26 20:55:09+00:00,UdnSpeak4me,#BlameRepublicans Newsmax Hosts Gun Lobbyist Who Blames Uvalde Shooting on Gun Control https://t.co/MBLGEOKhae,0.0,0
32,2022-05-26 20:55:09+00:00,sideshowbob0569,"@amar3455 I wish we could see the actual footage of the gun purchase. By law there is a back ground check. And finger printing in most states. Some states being that young you have to have a hunting license. Theres a lot of missing points here, some could say this is propaganda.",0.04999999999999999,1
33,2022-05-26 20:55:09+00:00,chippolito,@PsyKellygy @WakeUp2Politics @maggieNYT @PressSec @shearm A preschool near me requires that I look into a camera and state my reason for being there to their satisfaction before they grant me entry. It's not hard or expensive. It doesn't require legislation. It doesn't rely on current gun laws,-0.06354166666666666,-1
34,2022-05-26 20:55:09+00:00,gnuman1979,@BobInBoulder Crying about the Heat asking people to call their Congress people about doing something about gun violence.,-0.2,-1
35,2022-05-26 20:55:08+00:00,mhp_1776,"@AymanM @DanPatrick is full of crap. He’ll stand by and watch every child get killed by guns before he lifts a finger to implement gun reform.

To @GOP guns will always take precedent over humans including babies and children.",-0.2166666666666667,-1
36,2022-05-26 20:55:08+00:00,notabadkyle,"@txgal_in_ga @SpectralSamurai @newsmax Yeah so let’s approach everyday Americans on Twitter who want gun rights AND safe schools, like they’re taking donations from the NRA…",0.15,1
37,2022-05-26 20:55:08+00:00,sportyoatlanta,@borgposting How is canceling him? The post simply stated the parent’s opinion about Rittenhouse and gun laws…pls explain,0.0,0
38,2022-05-26 20:55:08+00:00,SciRocker,"@SRuhle ""You must sacrifice your children to fire and trauma so the gun companies can get richer.""",0.0,0
39,2022-05-26 20:55:08+00:00,Ghostess_Leanne,"@KyleParanormal @SpookEats I just don't know what can be done, too many people are in the pockets of gun companies. Guns are deep in the veins of America. I wouldn't want to send my child to school there, I have a 6 year old and it doesn't even bare thinking about. Those poor babies 😢",0.05,1
40,2022-05-26 20:55:08+00:00,divinemsmolly,"Call me crazy, but wouldn’t a mental health crisis in this country be even MORE of a reason for gun control??? Anyone aiming to hurt themselves or other people, is gonna do a lot less damage with a knife than they would with an AR-15 🤨",-0.09833333333333331,-1
41,2022-05-26 20:55:08+00:00,Prafull25568819,"@POTUS 1. Gun Law
Before that put 2 security, police or guard anything to each and every school entrance all the time 🙏🏻",0.0,0
42,2022-05-26 20:55:08+00:00,kitkatceo,"@JoeBiden My choice to purchase &amp; carry a gun hasn't a God damn thing to do with the gun lobby.  I saw the weakening of our criminal justice system, the decline our of health care systems, &amp; rising poverty levels (the root cause of most crime).  That's why I carry a gun.",0.04999999999999999,1
43,2022-05-26 20:55:07+00:00,Rascalisfine,@tedcruz Why does your state have some of the most lax gun laws in the country. Your prayer means nothing. Actually less than nothing. You are a completely despicable coattail rider,0.14444444444444446,1
44,2022-05-26 20:55:07+00:00,seafretlbot,"Love is more like a loaded gun
Than a safety net to fall back on",0.25,1
45,2022-05-26 20:55:07+00:00,BavoduKettch,"@NickAlternative Australia had a mass shooting back in the 90's, 36 people died. The government immediately did a gun buy back, and made it much harder to get a gun, not impossible just really hard. Haven't had a mass shooting since. It only took 1 mass shooting to effect change.",-0.00972222222222223,-1
46,2022-05-26 20:55:07+00:00,deanandersonnyc,"@SoCal_62 @MitchellCarsie @sandyhook We didn’t have these problems before gun control in 1967. We had assault weapons since WWI, and AR-15‘s since 1957.   First mass shooting of children was 1982. If gun control worked, 1966 would be the most dangerous year and things would be getting better. Instead, they’re worse.",0.05,1
47,2022-05-26 20:55:07+00:00,water_is_wet,@plantbboi if adderall is harder to get than a gun you’ve got bad friends🫣 https://t.co/ZXznZIsyNC,-0.3999999999999999,-1
48,2022-05-26 20:55:07+00:00,howingtonj,"@RBReich Gun control, all day, every day",0.0,0
49,2022-05-26 20:55:07+00:00,chefsteban,"@WallyBigWall @MeidasTouch They’re not hiding anything, they’re blatantly saying I’d rather fix this with a gun… they’re not too keen on words",-0.5,-1
50,2022-05-26 20:55:07+00:00,David_R_Bailey,"@justapokeball @LoganM_Stuart @trump_douchebag @LindaScheerlin1 @JRVanArsdale @kintarasu @tedcruz Well, considering most gun deaths are accidents, it's not surprising that states with more guns would have more deaths.",0.2875,1
51,2022-05-26 20:55:07+00:00,warrenyates15,@POTUS Yeah Bozo! Come to Texas and try to score political points on gun control and we will run you out of the state.,0.0,0
52,2022-05-26 20:55:06+00:00,precize7,"I hate the statement “secure the schools” or anything promoting more guns because 1. More guns means more “accidents”. Like alright, you’re strapped but you think a strapped person won’t retaliate? Everyone having a gun means that more people will resort to using it.",0.26666666666666666,1
53,2022-05-26 20:55:06+00:00,RossSchumann,"@KyleSchumann08 @RoyMay15 Pretty sure you took an ass whooping over it as well.

But I, like you, bought my first gun before being 18.

I have never shot a single person.

Teaching kids that shooting someone isn’t like a video game would be a good start.",0.20476190476190478,1
54,2022-05-26 20:55:06+00:00,AndrewPerer,"@JakeMartyniuk @smharper80 @pervocracy Wrong! Firing a bullet from an AR-15 is very different than a say a 9mm bullet or even a .45 used by most cops in their hand gun. Very different velocity.  More powerful and more accurate from a rifle. For example, vests can stop 9mm and other pistols but not rifle bullets.",0.16111111111111112,1
55,2022-05-26 20:55:06+00:00,Barak_Io,@iamAkb232 @outtatime907 @no1magicfan @zademike4 @Nasdorachi @zahirnurazmi @KSI Except you can't just walk into Walmart and buy an automatic weapon. Those are strictly regulated by the ATF. It would honestly be easier getting one off the streets then from a gun store.,0.6,1
56,2022-05-26 20:55:06+00:00,NNomvo,"@SkyNews @Stone_SkyNews Because they don't have gun control, sell guns over the counter,sells guns of high calibre to young people and have no background checks or verications, not mentioning an organisation for guns called RNA, where in the world would you find an organisation specifically for guns🤷",0.13,1
57,2022-05-26 20:55:06+00:00,BlazeLytYear,"@JRsBBQ gun free zones are creating targets for these individuals! We need teachers and staff of all public and private facilities to conceal carry if they legally can, so we can prevent these events and not step on peoples constitutional right.",0.19714285714285712,1
58,2022-05-26 20:55:06+00:00,contest_joiner,"@TravisAllen02 If You Don’t Support Gun Control, You Support School Shootings.",0.0,0
59,2022-05-26 20:55:06+00:00,m4thsmith,@OhNoSheTwitnt Fuck fuck fuck fuck do I really have to carry a gun to keep my students safe FUCK,-0.18571428571428575,-1
60,2022-05-26 20:55:06+00:00,_SocSpecialist_,"Out of surprise (shock?) that it even exists, I tweeted moments ago about a gun purchase financing option w/ a link &amp; realized quickly what a bad idea it is to share that kind of info. I have since deleted that tweet. I think it’s time for a break from Twitter now. Info overload.",0.07777777777777782,1
61,2022-05-26 20:55:06+00:00,Smackeygames,"@maximoose58 @HillaryClinton All leaders are trying to divide the world, red and blue.  If we are busy arguing with each other, we wont focus on the real problems of the world.  However, common sense needs to prevail here.  A person commits a crime, not because of the gun, but because of their decision.",-0.02083333333333333,-1
62,2022-05-26 20:55:05+00:00,alexneutronstar,@esaagar If a parent had tried to enter with his own gun to defend this kids the police would have shot him instead of the psycho inside the school!!! SMH!!! This is unbelievable!,0.34375,1
63,2022-05-26 20:55:05+00:00,realwrldchanger,"America has a HUGE problem, and that is gun violence! For decades it has plagued this country. Gun violence IS a PUBLIC HEALTH CONCERN, and more people should be alarmed. Elected leaders should be alarmed!",0.375,1
64,2022-05-26 20:55:05+00:00,littledoll77,I live in a dangerous part of a dangerous city. I’ve never thought to buy a gun for any reason. Why don’t others feel the same?,-0.2659090909090909,-1
65,2022-05-26 20:55:05+00:00,PreciousShange,"Gun violence is rife.
Governments need to have stricter restrictions. 
And prohibit people from owning a gun/weapon without getting a psychiatric evaluation.",0.0,0
66,2022-05-26 20:55:05+00:00,jmuhj1,"Shopping while Black. Getting an education while Brown. Any correlation? Nah, probably not. But to those enacting and enabling the (lack of) gun safety laws, I'm just sayin'",-0.16666666666666666,-1
67,2022-05-26 20:55:05+00:00,PersistentWoman,"Hey @SenThomTillis the gun lobby has spent $4,421,333  in support of you. Represent the voters, not the gun lobby, or come November we will https://t.co/6PUyuPQpGl #VoteYouOut",-0.1,-1
68,2022-05-26 20:55:05+00:00,hallsofeternity,"@peterra40855142 @Tsarcraft @cburke501 @TheOrvedahl which sounds like it would work, but i think you are underestimating the amount of money a gun buyback would truly cost while the DoD and its subsequent contractors would be losing out on billions. and well, it’s about money before public safety for the government unfortunately.",-0.16666666666666666,-1
69,2022-05-26 20:55:04+00:00,SassyMichgnGrl3,"My stepson is sitting in Iraq with a gun in his hand, but that's okay.....as long as it serves your purpose. https://t.co/GrlWSQ2g2Q",-0.05,-1
70,2022-05-26 20:55:04+00:00,lenmac1,@warhawk110 @DavidStacy410 @StevenGrahamTWS @the_kHayes @CBCNews Stolen?  From legal gun owners?,0.2,1
71,2022-05-26 20:55:04+00:00,StrandedGrahams,"What’s so fucked up is America can control what women do with their vagina’s. Force them to have the children they (can’t) have, or what ever situation is. But won’t do a fucking thing about gun violence to protect the children.",-0.6,-1
72,2022-05-26 20:55:04+00:00,LauraRo69678148,@davidhogg111 Can we raise the legal age to own a gun to 21? Require those who want to purchase a gun be required to be course certified for the type of gun they want to purchase? Require gun owners to have proper storage and insurance for their guns? The point is safety right?,0.27142857142857146,1
73,2022-05-26 20:55:04+00:00,LiveByPride,"@DrakeSadron @Dragoneer @Variety Gun control isn't the only solution. We literally just discussed that. Are you already lost? So again, assuming their base wants kids to stopped being gunned down in school, they haven't made any changes. But maybe that's not their goal as you said.",-0.1888888888888889,-1
74,2022-05-26 20:55:04+00:00,ToxicSprocket,"@POTUS This will be another great opportunity for you to divide the country further with your classless false accusations, spin, deflection, distraction, race-baiting and calls for new gun laws no one want and which would not and will not stop school shootings. Have fun!",0.18227272727272728,1
75,2022-05-26 20:55:03+00:00,PhillyF01934538,"@DZBillFulton 1. Universal background checks.

2. Mandatory liability insurance for gun owners.

3. Mandatory training prior to gun purchase.

4. Must be at least 21 to buy a gun.

5. Statutory waiting period.",-0.09999999999999999,-1
76,2022-05-26 20:55:03+00:00,stbythec,We also have several thousand gun laws on the books. Let’s start enforcing them. Hunter Biden should be prosecuted for violating at least 2 of them. https://t.co/5UznpQ2FL1,-0.15,-1
77,2022-05-26 20:55:03+00:00,GiveMe5Minute,@ClayTravis We can ban assault rifles. There’s no need for the public to have these types of guns! There is no animal that you can’t use another gun to kill. These are made for #War! @ClayTravis what’s so hard about banning assault rifles. #USA #TexasSchoolMassacre,-0.14583333333333334,-1
78,2022-05-26 20:55:03+00:00,2emc,"Hey @SenTedCruz the gun lobby has spent $176,274  in support of you. Represent the voters, not the gun lobby, or come November we will https://t.co/NqUykDat4W #VoteYouOut",-0.1,-1
79,2022-05-26 20:55:03+00:00,CarolynDoyen,@StephenKing We do not need gun control we need help for mental illness. Change the law so that the mentally I’ll can receive in house treatment with weekly follow ups that is what is needed. These people are crying for help with no results.,-0.13333333333333333,-1
80,2022-05-26 20:55:02+00:00,Littlest79,"@neeliadunoon Oh no! What an absolute tragedy. It’s beyond comprehension but it is a choice. They are choosing gun rights over lives. Ironic, given the current stance on abortion.",0.13333333333333333,1
81,2022-05-26 20:55:02+00:00,Kwoods___,"I love how Ted Cruz all sad and mournful right up until gun reform laws are bought up, then he starts getting steadily more aggressive… it’s almost like Ted Cruz cares more about gun laws and keeping his precious AR than innocent children being murdered😕 https://t.co/6kMfgw0VQg",0.32653061224489793,1
82,2022-05-26 20:55:02+00:00,JosiePaul8807,"@nathaliejacoby1 Many will still get military friends to buy them. They need regulated and I am sorry, they are not a hunting gun. Military people need for psych evaluations before being allowed to own weapons after serving. They shouldn't be allowed to buy what civilians can't. We need laws.",0.08,1
83,2022-05-26 20:55:02+00:00,ed45383378,"@VoteRandyFine You said Biden mentioned gun control too soon, when is the the right time for you?  I'm sure 19 set of parents who just lost their child would disagree with you. It's past time to change our gun laws. My God you are ignorant.",0.17857142857142858,1
84,2022-05-26 20:55:02+00:00,SKAV4T,Why does Ted Cruz turn gun laws into politics? I mean he’s always on and on about politicizing this stuff. Fuck him.,-0.35625,-1
85,2022-05-26 20:55:02+00:00,BornToRun_19,"The @NRA pulls the bitch move by banning guns from their little cult gather…I mean convention. 

Funny that the gun loving twats won’t allow the things they value more than life into the convention. 

Their whole thing is GUNS!",0.18333333333333335,1
86,2022-05-26 20:55:01+00:00,therecount,"Press Sec. Jean-Pierre: “This is a president... who has been working on gun violence... since he was a senator.”

NYT's @shearm: “Isn’t that more of an inditement than it is a plus to say that the current president has been involved in this for decades, and it’s not being fixed?” https://t.co/mBZcBvIB80",0.125,1
87,2022-05-26 20:55:01+00:00,RebaSAV48,"@limelightonyou @nazuzuwin A handgun is no competition with an assault rifle. Rubio said if they want to kill they will when commenting about gun control. Sure, if he attacked with knife or handgun, he might kill a few; with an assault rifle, he could kill a hundred in a few minutes. People could get him!",0.016666666666666663,1
88,2022-05-26 20:55:01+00:00,BanglaViral,What is the United States ‘gun lobby’ and how powerful is it? https://t.co/Qtw7Ol7b11,0.3,1
89,2022-05-26 20:55:01+00:00,CosmicSunflow3r,@Hexenkraft Nope just really passionate about how much I hate top gun😂😂,-0.1166666666666667,-1
90,2022-05-26 20:55:01+00:00,_SeymourMac,"@abbyleighloncar @fuhknjo You're Dad is solely responsible for your sisters death and if you haven't told him so, now is a good time. She shouldn't have been given the opportunity by such a careless gun owner.",0.09999999999999998,1
91,2022-05-26 20:55:01+00:00,TOShitgibbon,"@toddstarnes Your ""fact"" simply isn't true.
https://t.co/RDn2rEyvNg",0.35,1
92,2022-05-26 20:55:00+00:00,Kirbydotmatrix,"@FreeTheWolfVO Yeah you’re probably right.  There are strong rumors he’s in the show, so I was hoping the trailer would drop images, similar to what Top Gun just did.  But yeah, devoid of that context it’s kinda weird.",0.10317460317460314,1
93,2022-05-26 20:55:00+00:00,DonorDetectives,"“Look for the helpers. You can always find people who are helping.” 💔 If your heart is hurting from this weeks events, donate your time or money to @Everytown for Gun Safety within our schools #nonprofits #boymeetsworldedit #everytown #everytownforgunsafety #uvalde #uvaldetx https://t.co/QYW5eX1IfI",0.0,0
94,2022-05-26 20:55:00+00:00,HerringLiz,@lydia_zim @darksister841 @NRA Why should people pay more for an AR? That gun has more safety features than any other platform. Self defense rounds from handguns like the JHP have more stopping power than FMJ.,0.34375,1
95,2022-05-26 20:55:00+00:00,foxillinois,"WEIGH IN: Do you think the minimum age for buying a gun should be raised from 18 to 21? 

https://t.co/gwrLhfJ7jp",0.0,0
96,2022-05-26 20:55:00+00:00,BrotherNux,@brown_eyed_gal1 Gun owners in this country learned a lot from Australia ain't going to happen here.,0.0,0
97,2022-05-26 20:55:00+00:00,2poor4america,"@NorCalDR @TDLockett12 Also would a good way around people lying be something like require 3 letters of recommendation? Require one to be a family memeber, 1 to be a boss, therapist, a doctor, and 1 wildcard. If you can’t find three close associates who agree you should own a gun you cant own one.",0.6333333333333333,1
98,2022-05-26 20:55:00+00:00,joke_assassin,"@sftballwife @NoLieWithBTC There’s not a single gun right/ gun control lobby group even on the list of largest lobbying groups in the 2020 election cycle.
https://t.co/kKdqx7w3Qi",0.03571428571428571,1
99,2022-05-26 20:54:59+00:00,dylanmaustin,"The difference is that Adderall helps me focus, work, and operate in my day-to-day. A gun is a hobby for the vast majority of people.",0.0,0
100,2022-05-26 20:54:59+00:00,MoisesDaGuat,"The United States, the country of Gun Care and Health Control!",0.0,0
101,2022-05-26 20:54:59+00:00,AirPlayyy,Top gun 2 incroyable.,0.5,1
102,2022-05-26 20:54:59+00:00,ChrisdeGroot7,@LundonMusic I give a hint stupid a human life is more important than a gun get to you stupid American,-0.11666666666666664,-1
103,2022-05-26 20:54:59+00:00,jd_occasionally,"What’s hard to understand that the issue is not just the gun, it’s also the propaganda that is also being spread online. These are the chat rooms that galvanize terrorism. Just like the propaganda that made the pandemic last for 3 years. All of this contributes to the violence",-0.12291666666666667,-1
104,2022-05-26 20:54:59+00:00,dylanmaustin,"You don't need a psych evaluation at all, let alone every 1-3 months, to keep using your gun. Federal law doesn’t even require known mental health records as part of background checks.

Adderall, however, is classified the same as narcotics like oxycodone, fentanyl, and opium.",-0.05,-1
105,2022-05-26 20:54:59+00:00,DavskiZ,"@JennaEllisEsq 80 to 90% of the country support gun legislation. Maybe, just maybe, your attempt to make this a ""left/right"" issue is what's weird about all of this.",-0.5,-1
106,2022-05-26 20:54:59+00:00,DcSportsFan202,"@JenniferSensiba @AnastasiaBhsn @Bloody_Chamber @SkyNews @Stone_SkyNews It's called pointing out the facts. Our politicians are corrupted by gun lobbyists, and you sheep blindly swallow their propaganda. None of your stupid right-wing solutions worked. There were so many good guys with guns but what did they do?",-0.039999999999999994,-1
107,2022-05-26 20:54:59+00:00,dylanmaustin,It is harder for me to get Adderall refills to treat my ADHD than it is to get a gun.,-0.1,-1
108,2022-05-26 20:54:59+00:00,sean_727,Republicans can’t even make the connection. This is a gun. control. issue. https://t.co/Er0z6RcRsi,0.0,0
109,2022-05-26 20:54:58+00:00,KarenGroethe,"@krystalball Actually, it matters who is holding the gun and not having guns during a fascist takeover of your country does not sound at all hopeful",-0.1,-1
110,2022-05-26 20:54:58+00:00,savg_coyote,@Chargers_Union @rayizdamngued @walker_atlas So everyone with a gun is a bad guy?,-0.6999999999999998,-1
111,2022-05-26 20:54:58+00:00,JackRayher,A Fox News employee defending gun manufacturers works for a gun manufacturer https://t.co/HIwtrKzAvC,0.0,0
112,2022-05-26 20:54:58+00:00,nadinbrzezinski,"@Jeremiah23044 @ZMiST_Ua But, but…what about the gun! Who will think of it? Living in the US and listening to NRA and pols is like a looking glass",0.0,0
113,2022-05-26 20:54:58+00:00,FlorinaLaw,"As journalists descend on Uvalde—as they did on Columbine, Newtown, and Parkland—some are questioning whether a more graphic approach is required to capture the reality of America’s gun violence epidemic. “It’s time to show what a slaughtered 7-year-old looks like.” - vanity fair",0.39999999999999997,1
114,2022-05-26 20:54:58+00:00,calamitykendall,"No need to send flowers, just bring along some gun control legislation. https://t.co/7TPg4lf4EK",0.0,0
115,2022-05-26 20:54:58+00:00,MelindaMazoue,"@DanRather There was a resource officer, the 18 year old, shot him. So much for the good guy with a gun theory.",0.3333333333333333,1
116,2022-05-26 20:54:57+00:00,mzleogirl,"@Jessnj4554 @ItsKey_70sbaby @scober99 @notcapnamerica No, he brought up the gun violence in Chicago. As always, they love to deflect from their issues and talk about Chicago, NYC or LA",0.5,1
117,2022-05-26 20:54:57+00:00,maryreckmeyer,@TulsiGabbard It's actually even simpler and more cost effective than that.  Gun Control. there is no good reason on earth for a civilian to own an assault weapon except to kill people.,0.27,1
118,2022-05-26 20:54:57+00:00,LockdownManC,"@mike75961 @rollotamossi @EricFra79079652 @ABCPolitics Well schools are parts of society, everything that is wrong in any society will affect all of it to varying degrees. There’s no doubt America’s lax gun laws are contributing to attacks on kids just going to school it’s horrific.",-0.75,-1
119,2022-05-26 20:54:57+00:00,BrownEyedPotato,"I’m done arguing with people who would rather protect a gun over human life. I hope some day you grow a heart I really do. 
Let’s not try to implement laws that have worked for other countries
Lets just sit back and watch this number keep rising you fucking selfish idiots
#Enough https://t.co/goxPHdgHOn",-0.17500000000000002,-1
120,2022-05-26 20:54:57+00:00,Jkrom34,@BrittneyBush @megan_corcoran_ My wife and I have actually had a discussion about her quitting the day they try to give her a gun.  It’s absurd.,-0.25,-1
121,2022-05-26 20:54:57+00:00,openletterbot,"📬 I delivered “Change for Children - Stricter Gun Laws Are Needed” from Alyssa, a constituent in White Lake, Mich., to @GovWhitmer, Sen. Runestad and Rep. Maddock  #MIpol

📝 Write your own: https://t.co/z5540KFSKD https://t.co/z4GPaeWDp3",0.3,1
122,2022-05-26 20:54:56+00:00,Democracy_Unity,@Angry_Staffer Or of the bad guy with the gun locks the door so the good guy with a gun can't get in.,5.551115123125783e-17,1
123,2022-05-26 20:54:56+00:00,skolsister2017,@moogspaceport someone said the gun shop gave it to him on 'credit' if that's true ... JFC,0.35,1
124,2022-05-26 20:54:56+00:00,Jessicakibel,@stefanthinks I only need to know the difference between a gun used to hunt food and one used to hunt people.,0.0,0
125,2022-05-26 20:54:56+00:00,PeaceHammieGood,So the libs say with out guns it would be no mass shootings. WRONG look at the stats in Australia they have more gun owners lots of violence much much more then BEFORE  guns got taken away. Also the last few hundred mass murders have been libs despite MSM LIED said it was reps,0.06,1
126,2022-05-26 20:54:56+00:00,djbyrnes1,"A statement by the CPD says its officer shot the teen during a foot pursuit over a suspected stolen car. 

The lawsuit argued the officer knew or should have known there were safer alternatives to chasing an unarmed child with a drawn gun. @CourthouseNews
 https://t.co/ZIFtAhjmKF https://t.co/FB4kIoykO0",0.0,0
127,2022-05-26 20:54:55+00:00,saveitfulaytar,The only thing that can stop a good guy with a gun fleeing from a bad guy with a gun is a morally ambiguous but financially motivated guy with a gun who is paid to shoot deserters. https://t.co/AE2P04Sn84,2.2204460492503132e-17,1
128,2022-05-26 20:54:55+00:00,Greenjen46Susan,"@DavidSchuck8 @CONWAYTW1TTER @BillFOXLA Yes.  That is even better than all we need is locks.  If a liberal has a bodyguard, everyone needs to be able to buy any gun, anywhere, anytime.  Logic 101 for Gun loving Reps.  Enough said.  In to next massacre.",0.32,1
